"Rank","Player","Age","Elo","HardRaw","ClayRaw","GrassRaw","hElo","cElo","gElo","Peak Match","Peak Age","Peak Elo"
48,"Frances Tiafoe",23.4,1804,"1732.3","1653.3","1648.2",1768.1,1728.7,1726.1,"2018 Estoril SF",20.3,1867.5
49,"Taylor Fritz",23.6,1802.9,"1741.9","1653.8","1576.5",1772.4,1728.3,1689.7,"2019 Los Cabos SF",21.7,1898.7
50,"Federico Delbonis",30.7,1801.6,"1455.9","1792.1","1181.6",1628.8,1796.9,1491.6,"2017 Hamburg QF",26.8,1863.1
51,"Richard Gasquet",35,1799.9,"1687.9","1666.6","1603.6",1743.9,1733.2,1701.8,"2013 Monte Carlo R16",26.8,2051.8
52,"Tommy Paul",24,1798,"1665.2","1675.6","1506.5",1731.6,1736.8,1652.2,"2020 Australian Open R64",22.7,1837.8
53,"Yoshihito Nishioka",25.7,1797.7,"1691.4","1611.7","1403.0",1744.5,1704.7,1600.3,"2020 Delray Beach SF",24.4,1883.4
54,"Reilly Opelka",23.8,1794.9,"1693.3","1686.1","1417.4",1744.1,1740.5,1606.1,"2020 Cincinnati R16",23,1898.7
55,"Nikoloz Basilashvili",29.3,1783.6,"1646.5","1728.2","1572.4",1715,1755.9,1678,"2018 Shanghai R64",26.6,1877.7
56,"Ilya Ivashka",27.3,1782.4,"1676.1","1677.4","1476.3",1729.2,1729.9,1629.4,"2021 Geneva R32",27.2,1838.8
57,"Aljaz Bedene",31.9,1779.9,"1708.2","1689.2","1531.0",1744.1,1734.6,1655.4,"2017 Wimbledon R64",28,1904
58,"Albert Ramos",33.4,1772.8,"1557.8","1739.7","1378.5",1665.3,1756.2,1575.6,"2017 Barcelona R16",29.3,1872.7
59,"Marco Cecchinato",28.7,1770.1,"1378.6","1707.7","1386.3",1574.3,1738.9,1578.2,"2018 Umag F",25.8,1829
60,"Marcos Giron",27.9,1769.1,"1687.3","1470.9","1623.1",1728.2,1620,1696.1,"2021 Murray River Open R32",27.5,1789.8
61,"Jaume Munar",24.1,1768.4,"1476.1","1702.3","1243.5",1622.2,1735.4,1505.9,"2021 Estoril Qual",24,1800.3
62,"Sam Querrey",33.7,1768.3,"1643.4","1635.1","1749.0",1705.8,1701.7,1758.6,"2012 Paris R16",25.1,1971.5
63,"Philipp Kohlschreiber",37.7,1767.6,"1750.6","1663.0","1566.9",1759.1,1715.3,1667.2,"2009 Stuttgart R32",25.7,1985.4
64,"Sebastian Baez",20.5,1763,"-","1721.1","-",1491.5,1742,1581.5,"2021 Zagreb CH F",20.4,1833.1
65,"Pedro Martinez",24.1,1760.2,"1552.2","1655.2","1376.1",1656.2,1707.7,1568.2,"2020 Marbella CH F",23.5,1778.5
66,"Laslo Djere",26,1757.6,"1411.0","1759.4","1253.7",1584.3,1758.5,1505.6,"2019 Roland Garros R64",24,1797.2
67,"Gael Monfils",34.8,1754,"1770.7","1529.9","1455.7",1762.4,1642,1604.8,"2015 Monte Carlo QF",28.6,2067.7
68,"John Millman",32,1753.8,"1663.4","1633.9","1524.2",1708.6,1693.8,1639,"2016 Winston-Salem QF",27.2,1845.6
69,"Holger Rune",18.1,1752.1,"1429.8","1710.0","1500.0",1590.9,1731,1626,"2021 Lyon CH R16",18.1,1752.1
70,"Pablo Cuevas",35.4,1750.7,"1573.8","1725.0","1541.3",1662.3,1737.9,1646,"2016 Nottingham SF",30.5,1909.3
71,"Pierre Hugues Herbert",30.2,1749.4,"1672.6","1611.4","1575.5",1711,1680.4,1662.5,"2019 Montpellier SF",27.9,1844.8
72,"Alexei Popyrin",21.9,1747.2,"1701.9","1607.3","1500.8",1724.5,1677.3,1624,"2021 Madrid R32",21.7,1809.3
73,"Miomir Kecmanovic",21.7,1744.5,"1658.7","1620.1","1551.3",1701.6,1682.3,1647.9,"2019 Cincinnati R32",19.9,1846.2
74,"Ricardas Berankis",31,1739.8,"1663.7","1567.4","1421.4",1701.7,1653.6,1580.6,"2010 Vancouver CH SF",20.1,1808.8
75,"Soon Woo Kwon",23.5,1738.2,"1655.7","1470.6","1498.1",1697,1604.4,1618.1,"2020 Cincinnati Qual",22.7,1776.9
76,"Mikael Ymer",22.8,1737.4,"1701.5","1634.0","1440.4",1719.5,1685.7,1588.9,"2019 Stockholm R32",21.1,1875.1
77,"Dominik Koepfer",27.1,1735.2,"1582.3","1654.2","1521.2",1658.8,1694.7,1628.2,"2020 Hamburg R32",26.4,1788.2
78,"Mackenzie McDonald",26.2,1733.9,"1662.3","1620.5","1592.1",1698.1,1677.2,1663,"2021 Miami R128",25.9,1769.6
79,"Corentin Moutet",22.2,1731.8,"1709.5","1577.2","1535.6",1720.7,1654.5,1633.7,"2021 Estoril R16",22,1795.5
80,"Fernando Verdasco",37.6,1731,"1712.7","1635.4","1592.6",1721.9,1683.2,1661.8,"2010 Rome QF",26.4,2096.6
81,"Tallon Griekspoor",25,1729.3,"1589.0","1660.2","1340.7",1659.1,1694.7,1535,"2021 Bratislava CH F",24.9,1759.4
82,"Arthur Rinderknech",25.9,1727.7,"1617.4","1553.3","1525.7",1672.6,1640.5,1626.7,"2021 Lyon R16",25.8,1752.5
83,"Feliciano Lopez",39.7,1726.8,"1631.7","1624.5","1720.4",1679.3,1675.6,1723.6,"2014 Shanghai QF",33,1943.4
84,"Thanasi Kokkinakis",25.1,1726.7,"1699.1","1623.7","1425.0",1712.9,1675.2,1575.8,"2015 Queen's Club R32",19.2,1867.6
85,"J.J. Wolf",21.8,1715.2,"1669.9","1188.9","-",1692.5,1452,1557.6,"2020 Us Open R64",21.7,1812.8
86,"Jordan Thompson",27.2,1714.1,"1664.6","1512.9","1543.0",1689.3,1613.5,1628.6,"2019 s Hertogenbosch SF",25.1,1792.9
87,"Gianluca Mager",26.5,1711.8,"1392.3","1649.6","1365.2",1552.1,1680.7,1538.5,"2021 Prostejov CH QF",26.5,1729
88,"Lucas Pouille",27.3,1711,"1654.6","1675.7","1578.1",1682.8,1693.3,1644.6,"2017 Halle R32",23.3,1977.2
89,"Steve Johnson",31.4,1710.7,"1628.5","1622.4","1605.7",1669.6,1666.5,1658.2,"2017 Geneva R16",27.4,1932.3
90,"Pablo Andujar",35.4,1708.9,"1457.7","1692.9","1253.6",1583.3,1700.9,1481.2,"2019 Tokyo Qual",33.7,1796.2
91,"Botic van de Zandschulp",25.7,1708.8,"1644.7","1552.6","1308.5",1676.7,1630.7,1508.6,"2021 Great Ocean Road Open R16",25.3,1759.4
92,"Guido Pella",31.1,1708.7,"1640.5","1680.3","1540.6",1674.6,1694.5,1624.7,"2019 Cincinnati R64",29.2,1869
93,"Dominic Stephan Stricker",18.8,1708.5,"1559.7","1418.6","1471.9",1634.1,1563.6,1590.2,"2021 Stuttgart R16",18.8,1792
94,"Emil Ruusuvuori",22.2,1707.8,"1725.5","1329.4","1462.0",1716.6,1518.6,1584.9,"2020 Bendigo CH SF",20.8,1846.7
95,"Nuno Borges",24.3,1707.2,"-","1663.4","-",1463.6,1685.3,1553.6,"2021 Oeiras 4 CH QF",24.3,1707.2
