"Rank","Player","Age","Elo","HardRaw","ClayRaw","GrassRaw","hElo","cElo","gElo","Peak Match","Peak Age","Peak Elo"
381,"Oriol Roca Batalla",29.1,1340.4,"1247.1","1301.5","1352.2",1293.7,1320.9,1346.3,"2015 Casablanca CH R32",22.5,1474
382,"Alejandro Gonzalez",33.1,1338.1,"1326.6","1304.0","1300.6",1332.3,1321.1,1319.4,"2015 Santiago CH QF",26.1,1699.3
383,"Ivan Gakhov",25.6,1335.1,"1138.4","1294.0","-",1236.7,1314.5,1367.5,"2019 Manerbio CH R64",22.7,1385.2
384,"Nicolas Mejia",22.3,1333.5,"1303.6","1219.4","-",1318.6,1276.5,1366.7,"2021 Los Cabos Qual",21.4,1519.2
385,"Murkel Alejandro Dellien Velasco",24.7,1331.1,"1500.0","1302.8","1500.0",1415.6,1317,1415.6,"2022 Tigre CH QF",24.3,1599.8
386,"Carlos Gomez Herrera",32.1,1330.1,"1227.9","1308.3","1372.5",1279,1319.2,1351.3,"2018 Puerto Vallarta CH QF",28,1538.1
387,"Oleg Prihodko",24.7,1329.7,"-","1277.0","-",1274.9,1303.4,1364.9,"2021 Antalya 4 CH SF",24.2,1508.6
388,"Filippo Baldi",26.3,1328.6,"1318.9","1274.2","1244.6",1323.8,1301.4,1286.6,"2018 Andria CH SF",22.9,1692
389,"Denis Yevseyev",29,1328.4,"1277.1","1189.7","-",1302.8,1259,1364.2,"2022 Forli 1 CH R32",28.6,1414.7
390,"Nicolas Barrientos",35.1,1324,"1168.1","1320.9","-",1246,1322.5,1362,"2015 Cali CH QF",28,1435.2
391,"Pedja Krstin",27.7,1320.5,"1215.1","1313.7","1296.6",1267.8,1317.1,1308.5,"2016 Leon CH R32",21.5,1552.5
392,"Martin Cuevas",30.4,1315.3,"1144.0","1311.9","-",1229.6,1313.6,1357.6,"2019 Sopot CH R64",27.5,1445.9
393,"Nicolas Alvarez",26,1315,"1197.3","1298.7","-",1256.1,1306.8,1357.5,"2022 Salinas CH R32",25.8,1426.3
394,"Goncalo Oliveira",27.3,1314.9,"1256.3","1270.4","1322.2",1285.6,1292.7,1318.6,"2017 Campinas CH QF",22.6,1434
395,"Gustavo Heide",20.3,1308.3,"1207.5","1296.3","-",1257.9,1302.3,1354.1,"2021 Sao Paulo CH R16",19.8,1391.3
396,"Kaichi Uchida",27.8,1306.3,"1299.9","1167.8","1447.7",1303.1,1237,1377,"2019 Taipei CH R32",24.6,1494.6
397,"Sasi Kumar Mukund",25.3,1305.9,"1289.8","1198.0","1283.0",1297.8,1251.9,1294.4,"2019 Chennai CH QF",22.1,1459.2
398,"Louis Wessels",23.8,1297,"1112.5","1302.4","1290.5",1204.7,1299.7,1293.7,"2019 Meerbusch CH R16",21,1372.4
399,"Mateus Alves",21.3,1295.5,"1304.1","1206.5","-",1299.8,1251,1347.8,"2022 Mexico City CH R16",21.2,1356.7
400,"Cristian Rodriguez",32,1292.6,"1327.7","1243.8","-",1310.2,1268.2,1346.3,"2018 Panama City CH R16",27.8,1497
401,"Rudolf Molleker",21.6,1291.1,"1169.2","1266.7","1313.5",1230.1,1278.9,1302.3,"2019 Poznan CH SF",18.6,1709.8
402,"Dan Added",23.1,1283.2,"1169.5","1289.6","-",1226.4,1286.4,1341.6,"2022 Francavilla Al Mare CH R16",23.1,1303.1
403,"Matteo Martineau",23.4,1282.9,"1210.2","1259.9","1361.2",1246.6,1271.4,1322.1,"2021 Cherbourg CH R32",22.1,1378.8
404,"Nick Hardt",21.7,1278.9,"1185.0","1247.2","-",1232,1263.1,1339.4,"2022 Columbus CH R32",21.3,1361.2
405,"Roberto Ortega Olmedo",30.6,1271.7,"1248.8","1215.2","1367.6",1260.2,1243.5,1319.6,"2014 Blois CH R16",23.2,1491
406,"Yshai Oliel",22.4,1266.4,"1291.5","1245.7","1500.0",1279,1256.1,1383.2,"2017 Davis Cup G1 R1",17.1,1478.6
407,"Francesco Forti",22.8,1258,"1174.2","1245.0","-",1216.1,1251.5,1329,"2019 San Benedetto CH R32",20,1461.3
408,"Elmar Ejupovic",29.3,1256.7,"1159.1","1261.9","-",1207.9,1259.3,1328.3,"2021 Maia 2 CH R16",28.9,1288.8
409,"Lucas Catarina",25.6,1255.5,"1243.3","1180.1","-",1249.4,1217.8,1327.8,"2021 Cleveland CH R32",24.6,1356
410,"Orlando Luz",24.2,1255.1,"1062.1","1245.9","-",1158.6,1250.5,1327.6,"2021 San Marino CH SF",23.5,1461.7
411,"Tiago Cacao",24.2,1251.5,"-","1210.6","-",1235.8,1231.1,1325.8,"2021 Oeiras 2 CH R16",23.1,1458.1
412,"Yu Hsiou Hsu",22.8,1244.3,"1204.1","1197.1","-",1224.2,1220.7,1322.2,"2021 Prague 3 CH R32",22.4,1339.6
413,"Roberto Cid",28.3,1233.8,"1283.4","1143.1","1407.4",1258.6,1188.4,1320.6,"2018 Almaty CH R16",24.8,1570.6
414,"Matias Franco Descotte",27.8,1220.9,"1234.9","1148.5","-",1227.9,1184.7,1310.5,"2019 Santiago CH R64",24.5,1539.4
415,"Shintaro Mochizuki",19,1217.4,"1181.5","1136.5","1408.0",1199.5,1177,1312.7,"2021 Wimbledon Qual",18.1,1340.6
416,"Facundo Juarez",24.7,1186.5,"1132.7","1188.2","-",1159.6,1187.4,1293.2,"2021 Florianopolis CH R16",24.2,1329.2
417,"Nick Chappell",29.5,1165.7,"1213.2","1067.7","1355.2",1189.5,1116.7,1260.5,"2021 Potchefstroom 1 CH QF",28.4,1444.7
418,"Gilbert Soares Klier Junior",22.1,1155.4,"1148.4","1178.2","-",1151.9,1166.8,1277.7,"2021 Brasilia CH R32",21.5,1238
419,"Matias Zukas",26,1130.5,"1219.2","1098.9","-",1174.8,1114.7,1265.3,"2017 Tigre CH R32",20.8,1293.9
420,"Alexander Erler",24.6,1123,"1084.3","1118.1","-",1103.7,1120.6,1261.5,"2014 Kitzbuhel Qual",16.8,1202.3
421,"Wilson Leite",30.6,1104.7,"1082.4","1108.9","-",1093.5,1106.8,1252.4,"2013 Rio de Janeiro CH R32",21.7,1394.5
